sno,label,cluster,algorithm,applic,assign,base,class,comput,confer,data,databas,depart,design,develop,distribut,email,engin,gener,graduat,group,home,homework,includ,inform,interest,lab,languag,lectur,link,mail,model,network,offic,page,paper,parallel,phone,problem,process,professor,program,project,public,research,scienc,softwar,student,system,time,univers,web,work
19,2,3,0,0,0,0,0,0.539394241,0,0,0,0.12516663,0,0,0.200060207,0,0,0,0,0,0,0,0,0,0.137628828,0,0,0.228787547,0,0.172396881,0,0,0,0,0,0,0.17199684,0,0,0.168300965,0,0,0.174121706,0.122113372,0.305443122,0,0,0.271184818,0.520219768,0.108413451,0,0
20,0,3,0,0,0,0,0,0.313145852,0,0,0.206794327,0,0,0,0,0,0,0,0,0,0.120343098,0,0,0,0.239701651,0,0.330881209,0,0.311377813,0.150127766,0,0,0,0.313406575,0,0,0.149779399,0,0.181905027,0,0,0,0.151629789,0.319018666,0.354650604,0,0,0,0,0.283227906,0,0.271575013
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18822422,0,0,0,0,0,0,0,0.06418642,0.157414422,0,0.117624373,0,0,0,0,0.076987647,0,0.062661438,0,0,0,0,0,0,0,0.555318076,0.774748227,0,0,0.05805531
22,3,2,0,0,0,0,0,0,0,0,0,0,0,0.343547912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302687602,0,0.690498273,0,0,0,0,0,0,0,0,0,0,0.305715981,0.428803623,0,0,0,0,0,0.190348034,0,0
23,0,1,0,0,0,0,0,0.232569285,0,0,0,0.323806723,0,0,0,0,0.434172365,0,0,0,0.357508911,0,0,0,0,0,0,0,0,0,0,0,0,0.310350561,0,0,0,0,0,0,0,0.396663299,0,0,0.263394315,0,0,0.350778268,0,0.280466162,0,0
24,2,2,0.144085101,0,0,0,0,0.586108625,0,0,0,0.090671146,0,0,0,0,0,0,0,0,0.100108307,0,0,0.09489075,0.099698807,0,0,0,0,0.124884907,0,0,0,0.086903202,0.419074025,0,0.124595115,0.149791734,0,0.243835621,0,0,0,0.088459356,0.442528141,0,0,0,0,0.314140339,0,0
25,2,2,0.411750491,0,0,0,0,0.496271558,0.316341787,0,0,0.25910999,0,0.135019479,0,0,0.347424526,0,0,0.128109444,0.095359488,0,0.127369333,0.180778872,0.094969414,0,0,0.157872587,0,0.118960765,0,0,0,0,0,0.144140966,0,0,0,0.116134418,0,0.105803263,0.120150963,0.168526252,0.140512006,0.127861542,0,0.093564202,0,0.149619262,0,0
26,0,0,0,0,0.967786099,0,0,0,0,0,0,0,0,0,0,0.251773839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,0.1370151,0,0,0.140179934,0,0.557349312,0.07895,0.070301527,0,0.043111037,0.061056129,0,0.068906569,0,0,0,0,0.063945018,0,0,0,0,0.047403381,0,0,0.078801102,0,0,0,0,0,0,0,0.215841151,0,0,0.07194705,0.173903279,0.050910607,0.105622057,0,0.336475246,0.315610551,0,0,0.373615833,0,0.410748289,0,0
28,1,0,0,0,0,0,0,0.623958497,0,0,0,0.217184694,0,0,0,0,0,0,0,0,0,0,0,0.227291916,0,0,0,0,0.310217796,0,0,0,0,0.208159334,0,0,0,0.358796301,0,0,0,0,0,0,0.176664689,0.32151871,0,0,0,0,0.330091077,0
29,2,3,0,0,0,0,0,0.102152937,0,0,0,0,0,0.222340146,0,0,0,0,0.203901278,0,0,0,0.209742449,0.148846674,0.469165933,0.244173795,0.21587696,0,0,0,0,0,0,0.272634636,0.219121374,0,0,0,0,0.382483235,0.167959344,0.17422903,0,0.277516635,0.115692418,0,0.162968243,0,0,0.123190997,0.216166768,0
30,2,2,0,0.060880113,0,0.183325603,0,0.161976581,0.275332917,0.122585969,0.142620817,0.037586724,0,0.058758136,0,0.051175428,0.050397709,0,0.05388527,0,0.082997591,0,0.055428925,0.118007744,0.082658083,0,0.684601204,0,0.053687351,0.051769662,0.063481429,0,0.047435065,0.036024765,0,0,0.051649532,0,0.501821185,0.050539685,0.133160539,0,0.052287615,0.073339702,0.030574194,0,0,0.122152554,0,0.032555854,0,0
31,0,3,0,0,0,0,0,0.658908443,0,0,0,0.114674958,0,0,0,0.156133318,0.153760543,0.18015545,0,0,0,0,0,0,0.126092555,0,0,0,0,0,0.193678228,0,0,0,0,0.382756972,0.157579783,0,0,0,0.135421742,0,0.159526539,0.223755258,0.279840379,0,0,0.124226831,0,0.198652116,0,0.142859204
32,0,1,0,0,0,0,0,0.221052226,0,0,0,0.307771496,0,0,0,0,0,0,0.220614467,0,0.16990236,0,0,0.161047199,0,0,0,0,0,0,0,0,0,0.147490848,0,0,0,0,0,0,0,0,0,0,0.125175385,0,0.352652542,0,0,0.666443006,0,0.383414059
33,1,0,0,0,0.18301571,0,0.158808665,0.15069899,0,0,0,0.104909266,0,0,0,0.142837042,0.281332665,0,0.150400554,0,0.231656694,0.63559183,0,0,0,0,0,0.191759845,0.149848135,0,0,0,0.264794441,0.301648921,0,0,0,0,0,0,0.12388926,0.128513872,0,0.102350157,0.085336413,0,0.240415502,0,0,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,0.133763907,0.136342088,0,0,0,0,0.154153234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793449042,0,0,0.389054651,0,0,0,0,0,0,0,0.117099039,0.328491118,0,0,0.192902383,0,0,0,0,0
36,3,2,0,0,0,0,0,0,0,0.101309028,0,0,0,0.097119265,0.198597606,0,0,0,0,0.184297778,0.068591906,0,0.091616529,0.195050868,0,0,0,0,0.088737942,0,0,0.195200385,0,0.119088144,0.287139867,0,0,0,0.103680333,0,0,0.304416374,0,0.24244125,0,0,0,0.740306157,0,0.053810431,0,0
37,3,2,0,0,0,0,0,0.259888021,0,0,0,0,0.341640466,0.377104776,0,0,0,0,0,0.357805284,0,0,0,0.126227298,0.132623158,0.414136204,0,0,0,0,0,0,0,0,0,0,0,0.199258681,0,0,0,0.295504885,0,0.353016032,0.098111304,0,0,0.261321609,0,0.104470367,0,0
38,0,1,0,0,0,0,0,0,0,0,0,0.099137578,0,0.154978636,0,0,0.132927434,0.155746079,0.142126118,0,0.21891187,0,0,0.311253566,0.327024594,0,0,0,0.141604091,0.136546054,0,0,0,0.380071208,0,0,0,0,0,0,0.117073369,0,0.137912192,0,0,0.146762581,0.227188804,0,0,0,0.602702324,0
39,0,2,0,0,0,0,0,0.074179114,0,0,0,0.103279742,0,0,0,0,0.138481405,0,0.296128855,0,0,0,0.152306037,0,0.227125551,0,0.156760658,0,0.147520589,0.142251217,0.348864963,0.162253457,0,0,0,0.344722527,0,0,0,0,0.4878597,0.253035409,0,0,0.168021817,0.152894612,0.1183406,0.111882449,0,0.268368173,0,0.128663329
40,1,0,0,0,0,0,0.845300836,0.13368916,0,0,0,0.186135709,0,0,0,0.253429227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219811043,0.228016281,0,0,0.151408492,0,0.213279111,0,0,0,0,0
41,3,2,0.110480607,0,0,0,0,0.199738862,0.127320915,0,0,0,0.196927732,0.21737,0,0,0,0,0,0.309368138,0.076760376,0,0,0.363798466,0,0,0,0,0,0.095758411,0.234843365,0,0,0.199905163,0.21422318,0,0,0,0,0.093483321,0,0.596170226,0,0.271313085,0.056553127,0.102923162,0.079662642,0,0,0.060218606,0,0
42,3,2,0,0,0,0.233492813,0,0,0,0.351296382,0.272473689,0,0.101699059,0.112256025,0,0,0,0,0,0,0,0,0.105895647,0.150300665,0,0,0,0,0,0,0,0,0,0,0,0.479358739,0,0,0.239679369,0,0,0.61575838,0,0,0,0,0.08228009,0.077789853,0,0.062197187,0,0.089457297
43,2,3,0,0,0,0,0,0.2214041,0,0,0,0,0,0,0,0.419706951,0,0,0,0,0,0,0,0,0,0,0,0,0.44030808,0,0,0,0,0,0,0,0.423595239,0,0,0,0,0.37762029,0,0,0.250749282,0,0.353213899,0,0,0.267001544,0,0
44,0,3,0,0,0,0,0,0.369735304,0,0,0,0.257391635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354515539,0,0.404364708,0,0,0,0,0.353692896,0,0,0,0,0.315304804,0,0,0.209370247,0,0.294925994,0,0,0.222940535,0,0.320652084
45,2,3,0,0,0,0,0,0.362091929,0,0,0,0.252070692,0,0,0,0,0.337985967,0,0,0,0,0,0,0,0,0,0,0.460750882,0,0,0,0,0,0,0,0,0.346381159,0,0,0,0,0,0,0,0.410084056,0,0,0,0,0.436663568,0,0
46,2,2,0,0,0,0,0,0.384811618,0.049058623,0,0.05082415,0.18752092,0.037939577,0,0,0.036473604,0,0,0,0.238408194,0.236615222,0,0.07901029,0.112141523,0.088367749,0.137970942,0.081321169,0,0.07652779,0,0.045244303,0.042085307,0,0.282430141,0.206358361,0.04470707,0.073623013,0,0,0,0.601070057,0.032816166,0.03726628,0.156811388,0.239698273,0,0.061390377,0,0.074226455,0.185624921,0.12214551,0
47,3,2,0,0,0,0.101348127,0,0.04477286,0,0.60992422,0,0,0,0,0.199273932,0,0,0,0,0,0,0,0,0.065238372,0,0,0,0,0,0.171719328,0,0.195865141,0.078670762,0.05974685,0,0,0,0.205966731,0,0,0,0.2290898,0.086718687,0,0,0.09228378,0,0.472708266,0,0,0.09474426,0.388291587
48,1,0,0.060045435,0.061202758,0.329590398,0.06143239,0.285996273,0.081417502,0.069198023,0,0,0.037785922,0.10702884,0,0,0,0.050664801,0.059362043,0,0.056046471,0,0.610468436,0.05572268,0.079088765,0.124644217,0.129740244,0.114704895,0,0,0.312264146,0,0,0.095372911,0.144862738,0.058214397,0,0,0.124847187,0,0.050807529,0.267732494,0,0.052564723,0.073728379,0.184417364,0,0.086592174,0.040933308,0.05234884,0.098185168,0.229717766,0
49,3,2,0,0,0,0,0,0,0,0,0,0,0,0.173309031,0,0.150943587,0,0,0,0,0.244804092,0,0,0.232045119,0,0.190327858,0.504813377,0,0,0,0,0,0,0.212512429,0,0,0,0,0.555051713,0,0,0.135807522,0.308448043,0.108158918,0,0.164121207,0,0,0,0.192049099,0,0
50,1,0,0,0,0.058659876,0.018222701,0.033934051,0.008050296,0,0,0,0,0.031747984,0,0,0,0,0,0,0,0.024750066,0.61115635,0,0,0,0.538788211,0,0.307312654,0.016009688,0,0,0,0,0.02148533,0,0,0,0.481434768,0,0,0.039708769,0,0,0,0,0,0,0,0,0,0.017035306,0.027926403
51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544585219,0,0.419402748,0,0,0,0,0,0,0,0,0,0,0,0.479396966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435260128,0,0,0.32902195,0,0
52,1,0,0,0,0,0,0,0.115642731,0,0,0,0.161009627,0,0,0,0,0,0,0,0,0,0.975475352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065485083,0,0,0,0,0.069729485,0,0
53,0,1,0,0,0,0,0,0.08002767,0,0,0.211393738,0,0,0,0,0,0,0.17504612,0,0,0.123019706,0,0,0.116608027,0.122516485,0,0,0,0.636606631,0,0,0,0,0.3203772,0,0,0,0,0.185950863,0,0,0,0,0,0.271903917,0,0,0,0,0,0.508041859,0
54,0,1,0,0,0,0,0,0.221025524,0,0,0,0,0,0,0,0.20949465,0.412621876,0,0.441175636,0,0.339763673,0,0,0.161027745,0,0,0,0,0.219777602,0,0,0,0.388365776,0.294946065,0,0,0.21143547,0,0,0,0,0,0,0,0.125160265,0,0,0,0,0.133272501,0,0.191683873
55,1,0,0.3090113,0,0,0,0.588728057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355441567,0,0,0,0,0.490816786,0.186376463,0,0,0,0.321249998,0,0,0.229638235,0,0,0,0,0,0,0,0,0,0,0
56,2,2,0.034046334,0.069405093,0,0,0,0.107717165,0.196179692,0.139751559,0,0.021424978,0.091029558,0.100478967,0.068489269,0,0,0,0.061430771,0,0,0,0,0,0.070674458,0.073563955,0.487790762,0,0,0,0,0,0.027038675,0,0.066016236,0.464823693,0.029440982,0.035394772,0,0.028808353,0.556625206,0.104982408,0,0.188121119,0.034855467,0.190304328,0.024549294,0.162467028,0.029682291,0.055671926,0,0
57,0,1,0,0,0,0,0,0.239788363,0,0,0.316701452,0.16692893,0,0,0,0,0.223824656,0,0.2393135,0,0,0,0,0,0.367098374,0,0,0,0,0,0,0,0,0,0,0,0,0.275772116,0,0,0,0,0,0.162856942,0.135785109,0,0.191271487,0,0.231264328,0.433757978,0,0.415911802
58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345922623,0,0,0.327893442,0,0,0,0,0,0,0,0,0,0.600585198,0,0,0.430536389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47619247,0
59,2,2,0,0,0,0,0,0.184760346,0,0,0,0,0.728640097,0,0,0.350242844,0,0,0,0,0,0,0,0,0.282854522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345891842,0,0,0,0.250967183,0,0,0,0,0,0.22281113,0,0
60,1,0,0,0.19059606,0,0,0.178128454,0.3380644,0,0.19188863,0,0,0,0,0,0.320427623,0,0.184863754,0,0,0.129919387,0.237638146,0,0,0,0.404033746,0,0,0,0,0,0,0.445511815,0.112781957,0,0,0,0,0.1963801,0.158223505,0.138960946,0,0,0,0.191435944,0,0.134831565,0,0.163023416,0.101921912,0,0.146592783
61,2,3,0,0,0,0,0,0.325173658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311788226,0,0,0,0,0.697508078,0,0.31106473,0,0,0.30438056,0,0,0,0.220848029,0.184136295,0,0,0,0,0.19607105,0,0
62,2,2,0,0.131284133,0,0,0,0.232861538,0,0.396523398,0.30755282,0.162106814,0.114792119,0.253416446,0.129551793,0,0,0,0,0,0.178979084,0,0,0,0.178246957,0,0.246049906,0.148154585,0,0,0,0.127335673,0,0.155370278,0,0,0.111378966,0,0,0.108985651,0.287152325,0.198580879,0.112754953,0.079076227,0.197793978,0.359972699,0,0.175609533,0,0.070204651,0,0
63,2,2,0,0,0,0.131149563,0,0.231753311,0.147728104,0,0,0.16133532,0.114245804,0,0,0,0,0,0.11564718,0.119651378,0,0,0,0.506530364,0.17739865,0,0,0,0,0,0.136242208,0,0,0,0,0,0.110848895,0,0.134624463,0.10846697,0.095261906,0,0,0.472199338,0.262470191,0,0,0.262160666,0,0.349352676,0,0
64,1,2,0,0,0,0.10382444,0.096670186,0.137600484,0,0,0,0.063860485,0.633098157,0.199662145,0,0,0.171253131,0.100325429,0,0.189443823,0,0,0.188349373,0.133664778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106575342,0,0,0.156458213,0,0.124605402,0.207784304,0.094538617,0.439037971,0,0.176945386,0.05531295,0,0.2386674
65,2,2,0,0,0,0,0.175764673,0.250183691,0,0,0,0.116110433,0,0,0.371170452,0.316175519,0,0,0,0,0,0,0.171227383,0,0.127670953,0,0,0,0,0,0,0,0,0.11128533,0,0,0,0.383636554,0,0.156123864,0,0.142235303,0.161523457,0.226556176,0.188895572,0,0,0.377345623,0.160860081,0.201138798,0,0.289294967
66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330146588,0,0,0.907511716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259664623,0,0,0,0
68,1,0,0,0,0,0,0.112657169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082167391,0,0,0.0778849,0,0,0,0.54412954,0,0.102503652,0,0,0.187842346,0.285315361,0,0,0,0,0,0,0,0.729330936,0,0,0,0,0,0.080620467,0,0,0.113110535,0
69,1,1,0,0,0,0,0,0.429501517,0,0,0,0.35879754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218611007,0,0,0,0,0,0,0,0,0,0.197581802,0,0,0.141236846,0,0,0,0.486428197,0,0.548159337,0,0,0.207182375,0,0
70,1,0,0,0,0.188274613,0,0,0,0,0,0,0.107923803,0,0,0,0,0,0,0,0,0,0.871807165,0,0.338838905,0,0,0,0,0,0,0,0.169549321,0,0.103438905,0,0,0,0,0,0,0.127449181,0,0,0,0,0,0,0,0.149518275,0,0,0
71,1,0,0.139423586,0,0.15305968,0,0.265629692,0.126032564,0,0,0,0,0.372776334,0,0.14023565,0,0,0,0,0,0.290608654,0,0.129386287,0.183641592,0,0.301252712,0,0,0,0,0,0,0,0.33636666,0,0,0,0,0,0,0.207222106,0,0,0,0.07136854,0,0,0.570275017,0,0,0,0
72,3,2,0,0,0,0,0,0.075168954,0,0,0,0,0.444666142,0,0,0,0,0,0.150040186,0,0.231101632,0,0.308676791,0.10952841,0,0.718698422,0,0,0,0,0,0,0,0.200617436,0,0,0,0,0,0,0,0,0.145591615,0,0,0,0.119919727,0.113375398,0,0.090649752,0,0
73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474595747,0,0,0,0,0.31845863,0,0.554511905,0,0,0,0,0.392379363,0,0,0,0,0,0,0,0.460323755,0,0,0
74,2,3,0,0,0,0,0.261046135,0.495431265,0,0,0,0.344895016,0,0,0,0,0,0,0,0,0.190396049,0,0,0,0,0,0,0,0,0.475037358,0,0,0.217631593,0.165281253,0,0,0,0,0,0.231875557,0,0,0,0,0.420822269,0,0,0,0,0,0,0
75,0,1,0,0,0,0,0,0.347917954,0,0,0,0,0,0,0,0,0,0,0,0,0.267412287,0,0,0.253474995,0,0,0,0,0.34595359,0,0,0,0,0.464276837,0,0,0,0,0,0,0,0.59339858,0,0.236295262,0,0,0,0,0,0,0,0
76,1,0,0,0,0.556543408,0,0.362198067,0,0,0.043353041,0,0,0.037651655,0.083120241,0,0.036196808,0,0,0.038113503,0,0.11740978,0,0,0.055645243,0,0,0.484224158,0.291566985,0.037973512,0,0,0,0.067102436,0.127403087,0,0,0,0,0,0,0.408137439,0,0,0.077810677,0,0,0.060924489,0.086399523,0,0.046054056,0.040406185,0
77,0,2,0.485661046,0,0,0,0,0.29267696,0,0,0,0.101873692,0.432836724,0,0,0,0.13659612,0,0.292097359,0,0,0,0.150232544,0,0.112016733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120304495,0,0.141718453,0.099388632,0.082867184,0.452439316,0.233459024,0,0,0.176476407,0,0
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112445457,0.1673997,0.153097068,0,0,0,0.260296518,0.115065626,0.2771389,0,0,0,0,0.861055606,0.14531831,0,0,0,0,0,0,0.089524825,0,0,0,0,0,0.086864494,0,0,0,0,0
79,3,2,0,0.583100724,0,0,0,0.129282313,0,0,0,0,0,0,0,0,0,0,0,0.266987459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220500093,0,0,0,0,0.41249742,0.389986372,0,0,0,0.448479144
80,0,1,0,0,0,0,0.36725872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930118827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,0,0.27067251,0.068972371,0.668576676,0.069231155,0.193381885,0.091753352,0,0.27776049,0,0,0,0,0,0.173933183,0,0.06689798,0,0.0631615,0.141044597,0.08599583,0.125593209,0.044564492,0,0,0,0,0.182470615,0,0,0,0.053740191,0.163252881,0.131209284,0,0.1170297,0.211044571,0,0,0.301720798,0,0,0,0,0,0,0,0.176983379,0,0,0.053048588
82,3,2,0,0.343152816,0,0,0,0.152164414,0,0,0,0,0,0.331192221,0,0,0,0,0.303726152,0,0,0,0,0.221718216,0,0,0.321564823,0,0,0,0,0,0,0.203054806,0,0,0,0,0,0,0.250187962,0.519054255,0,0.206690857,0.17233248,0,0.242753346,0,0,0,0,0
83,1,0,0.109149975,0,0.209694116,0,0.181958382,0.123333251,0,0.084006178,0,0.034343431,0.024319491,0,0.027446428,0.046759588,0,0.026976928,0,0,0.018958968,0,0.050646058,0.035941687,0,0,0.338827746,0.219712894,0.024527381,0.047302547,0,0.026976928,0.130025925,0.09874875,0,0,0.047192783,0.028368242,0.286574938,0,0.344732645,0.610025287,0.143327421,0,0.069839999,0.050841776,0.059027387,0.204622405,0.095159184,0.029746665,0.156591974,0.04278419
84,3,2,0.089384129,0.273320787,0,0.274346285,0,0.282797117,0.309026242,0,0,0,0.079662006,0.087931396,0.179809483,0,0,0.088366826,0,0,0,0,0.165898481,0.117732187,0,0,0,0,0,0,0.094999792,0,0,0,0.519950588,0.281615284,0,0,0,0.226897517,0.066424799,0.275617374,0.156496559,0.109752672,0.091508402,0,0,0.121867318,0.077926914,0.04871975,0.085489939,0.070072898
